id,iso_639_3,text,topic
51,ceb,"Kaniadtong Abril ning tuig, usa ka temporaryo nga mando ang gipagawas nga giuwatan ni Hukom Glynn batok sa pasilidad aron ipatuman ang pagpagawas sa mga gihuptan og labaw sa 24 ka oras pagkahuman sa ilang pagsulod nga wala makadawat og paghusay sa usa ka komisyoner sa korte.",Crime and Law
51,fil,"Noong Abril ng taong ito, isang utos para sa pansamantalang pagpigil ang inilabas ni Hukom Glynn laban sa pasilidad upang ipatupad ang pagpapalaya sa mga taong nakulong nang mahigit sa 24 oras mula nang sila ay mahuli na hindi nakatanggap ng pagdinig na isinagawa ng isang kinatawan ng korte.",Crime and Law
52,ilo,"Nangiyetnag ti komisioner iti piansa, no maited, ken maipormal dagiti darum nga impila ti opisial a nagaresto. Kalpasanna, maiserrek dagiti darum iti computer system ti estado a pangkitaan iti kaso.",Crime and Law
52,fil,"Nagtakda ng piyansa ang komisyoner, kung mapagbibigyan, at inihain ang isinampang reklamo ng opisyal na umaresto. Ang mga reklamo ay inilagay sa sistema ng kompyuter ng estado kung saan sinusundan ang kaso.",Crime and Law
52,ceb,"Ang komisyoner ang nagatakda sa piyansa, kon tugutan, ug pormal nga ipasaka ang mga sumbong sa mag-aresto nga opisyal. Ang mga sumbong ipasulod dayon sa sistema sa kompyuter sa estado diin ginasubay ang kaso.",Crime and Law
53,ilo,Iti panagdengngeg ket minarkaanna met ti petsa ti karbengan ti pagat-atapan para ti napartak a panangsubok.,Crime and Law
53,ceb,Ang pagdungog usab maoy timailhan sa petsa sa katungod sa suspek sa usa ka paspas nga paghusay.,Crime and Law
53,fil,Ang pagdinig ay tanda rin ng petsa para sa karapatan ng suspek sa isang mabilis na paglilitis.,Crime and Law
54,fil,"Si Peter Costello, ang Australyanong ingat-yaman at ang lalaking pinakamalamang na hahalili kay Punong Ministro John Howard bilang pinuno ng partido Liberal ay naghagis ng kaniyang suporta sa likod ng industriya ng kuryenteng nuklear sa Australya.",Politics
54,ilo,"Ni Peter Costello, tesorero a taga-Australia ken ti lalaki a nalabit a sumukat ken Prime Minister John Howard kas lider ti grupo Liberal ket imbatona ti suportana para ti industria ti nuklear a pwersa.",Politics
54,ceb,"Si Peter Costello, tresurero sa Australia ug ang tawo nga lagmit nga mopuli kang Punong Ministro John Howard isip lider sa partidong Liberal, naghatag og suporta sa likod sa industriya sa nukleyar nga enerhiya sa Australia.",Politics
55,fil,"Sinabi ni G. Costello na kapag naging mainam para sa ekonomiya ang paglikha ng lakas-nukleyar, dapat ituloy ng Australya ang paggamit nito.",Politics
55,ceb,"Giingon ni Mr Costello nga kon mahimo nga ekonomikanhong magamit ang paghimo sa nukleyar, kinahanglan ipadayon sa Australia ang paggamit niini.",Politics
55,ilo,"Imbaga ni Mr Costello nga iti panangaramid ti pigsa a nuklear ken agbalinen a makaya ti ekonomia, iduron koma ti Australia ti panagusar kadagitoy.",Politics
56,fil,"""Kung magiging komersyal ito, dapat maangkin natin ito. Iyan ay, kung walang matatag na paghadlang sa nuklear na enerhiya"" sabi ni Ginoong Costello.",Politics
56,ilo,"“No agbalin a komersial daytoy, masapul a maaddaantayo. Kayatna a sawen nga awan ti prinsipio a mangkontra iti nuklear nga enerhia” kuna ni Mr. Costello.",Politics
56,ceb,"""Kon mahimo kining komersyal, kinahanglan aduna ta ani. Kana, kon walay anaa sa prinsipyong pagsupak sa nukleyar nga enerhiya"" gisulti ni Mr. Costello.",Politics
57,ceb,"Sumala sa Ansa, nabalaka ang pulisya sa duhang taas nga lebel nga pag-igo nga ilang gikahadlokan nga mahimong makapukaw sa usa ka hingpit nga giyera nga sunud-sunod.",Crime and Law
57,ilo,"Segun iti Ansa, “maseknan dagiti polis iti pannakapapatay ti dua a nangangato a dadaulo a pagam-amkanda a mabalin a mangirugi iti maysa a naan-anay a gubat ti panagsisinnukat iti mangidaulo.",Crime and Law
57,fil,"Ayon sa Ansa, ""ang pulisya ay nag-alala dahil sa pagpatay sa dalawang nasa mataas na posisiyon na kanilang ikinatakot na maaaring mag-udyok sa isang malaking giyera tungkol sa susesyon.",Crime and Law
58,ceb,Giingon sa pulisya nga si Lo Piccolo ang adunay labaw nga gahum tungod kay siya ang tuong kamot ni Provenzano sa Palermo ug ang iyang labi ka daghang kasinatian naghatag kaniya og respeto sa tigulang nga henerasyon nga mga boss samtang ilang gisunod ang palisiya ni Provenzano nga magpabilin nga mas mababa hangtod mahimo samtang gipalig-on ang ilang gahom sa koneksyon.,Crime and Law
58,ilo,Kinunana ti polis a ni Lo Piccolo ket adda ti nangatngato nga imana ta isuna ti makinkannawan nga ima ti Povezano idiay Palermo ken ti dakdakkel a kapadasanna ti nangpangabak kenkuana ti panangdayaw ti natataengan a henerasion dagiti amo bayat ti panagsurotda ti kalintegan ti Povenzano a kasapulan nga agtalinaed a nababa mientras a patpatibkerenda ti turay ti koneksionda.,Crime and Law
58,fil,Sinabi ng pulis na may kalamangan si Lo Piccolo dahil siya ang naging kanang-kamay ni Provenzano sa Palermo at nakakuha siya ng respeto mula sa mas matandang henerasyon ng mga amo dahil sa kaniyang mas malawak na karanasan habang ipinagpatuloy nila ang patakaran ni Provenzano na huwag makatawag ng pansin hangga't maaari habang pinapalakas ang kanilang network ng kapangyarihan.,Crime and Law
59,fil,"Ang mga pinunong ito ay nilagay ni Provenzano sa kapangyarihan noong tinapos niya ang paglaban ni Riina sa estado na humantong sa kamatayan ng mga laban sa Mafia na sina Giovanni Falcone at Paolo Borsellino noong 1992.""",Crime and Law
59,ceb,"Kining mga amo girendahan ni Provenzano inighuman niya sa giyera nga dinasig ni Riina batok sa estado nga mikalas sa kinabuhi sa mga krusada sa Mafia nga sila Giovanni Falcone ug Paolo Borsellino niadtong 1992.""",Crime and Law
59,ilo,Niriendaan ni Provenzano dagitoy nga amo idi ginibusanna ti gubat nga iturturong ni Riina a kontra iti estado a nakatayan dagiti kontra iti Mafia a da Giovanni Falcone ken Paolo Borsellino idi 1992.,Crime and Law
60,fil,Ipinakita ng CEO ng Apple na si Steve Jobs ang instrumento sa paraang paglalakad patungo sa plataporma at pagdukot sa iPhone mula sa bulsa ng kaniyang pantalong maong.,Economy and business
60,ilo,Imparang ti CEO ti Apple a ni Steve Jobs ti alikamen babaen ti pannagnana a napan iti entablado ken innalana ti iPhone manipud iti bulsana.,Economy and business
60,ceb,Gibutyag sa CEO sa Apple nga si Steve Jobs ang aparato pinaagi sa pag-adto sa entablado ug pagkuha sa iPhone gikan sa bulsa sa iyang maong.,Economy and business
61,ceb,"Sa panahon sa iyang duha ka oras nga pakigpulong gipahayag niya nga ""Karon usabon og imbento sa Apple ang telepono, Maghimo kami kasaysayan karon"".",Economy and business
61,fil,"Sa loob ng kanyang 2 oras na pananalita ay sinabi niya ""Ngayon ay babaguhin ng Apple ang telepono, Tayo ay gagawa ng kasaysayan ngayon"".",Economy and business
61,ilo,"Kabayatan ti 2 nga oras a diskursona inbagana nga “Ita ti Apple ket mangbaliw iti telepono, mangaramid kami ti pakasaritaan a pasamak ita”.",Economy and business
62,fil,"Ang Brazil ang pinakamalaking bansang Romano Katoliko sa daigdig, at palagiang tinututulan ng Simbahang Romano Katoliko ang legalisasyon ng pagkakasal ng magkaparehong kasarian sa bansa.",Crime and Law
62,ilo,"Ti Brazil ti kadakkelan a Romano Katoliko a pagilian ti Lubong, ken ti Simbaan ti Romano Katoliko ket agtultuloy a mangkonkontra iti legalisasion iti panagkasar ti agpada a sekso.",Crime and Law
62,ceb,"Ang Brazil ang pinakadakong Romano Katolikong nasud sa Kalibutan, ug kanunay nga nagsupak ang Romano Katolikong Simbahan sa legalisasyon sa kaminyoon sa parehas og sekso sa nasud.",Crime and Law
63,fil,"Napagtalunan na ng National Congress ng Brazil ang legalisasyon sa loob ng 10 taon, at ang mga ganitong kasalang sibil ay kasalukuyang ligal lamang sa Rio Grande do Sul.",Crime and Law
63,ceb,"Gidebatehan sa Nasodnong Kongreso sa Brazil ang legalisasiyon sa 10 ka tuig, ug sa pagkakaron ang maong mga sibil nga kasal kay legal lamang sa Rio Grande do Sul.",Crime and Law
63,ilo,"Nagdedebateanda iti 10 a tawen iti National Congress ti Brazil ti legalisasion, ket legal laeng dagita a panagkasar a sibil iti agdama iti Rio Grande do Sul.",Crime and Law
64,ilo,"Iti orihinal a gakat a linteg ket insurat ti dati a mayor ti São Paolo a ni Marta Suplicy. Ti naisingasing a lehislasion, kalpasan a naamendaran, ket adda itan kadagiti ima ni Roberto Jefferson.",Crime and Law
64,fil,"Binalangkas ang orihinal na panukalang batas ng dating punong lungsod ng Sao Paulo na si Marta Suplicy. Ang pinanukalang batas, matapos amyendahan, ay nasa mga kamay na ngayon ni Roberto Jefferson.",Crime and Law
64,ceb,"Ang orihinal nga balaudnon kay giandam sa kanhing mayor sa São Paulo, Marta Suplicy. Ang gisugyot nga balaudnon, pagkahuman nga gibag-o, naa na sa kamot ni Roberto Jefferson.",Crime and Law
65,ceb,Ang mga nagprotesta naglaom sa pagkolekta sa petisyon nga 1.2 milyon nga pirma aron mapresentar sa Nasudnon nga Kongreso sa Nobyembre.,Crime and Law
65,ilo,Mangnamnama dagiti agproprotesta a makakolektada iti petision a 1.2 a milion a pirma tapno ipresentada iti National Congress inton Nobiembre.,Crime and Law
65,fil,Umaasang makakakolekta ang mga tagaprotesta ng petisyong mayroong 1.2 milyong mga lagda upang maiharap sa Pambansang Kongreso sa Nobyembre.,Crime and Law
66,ceb,"Human maklaro nga daghang mga pamilya ang nagapangayo og tabang nga tabang aron masuklan ang mga pagpapahawa, usa ka miting ang gibuhat sa Marso 20 sa East Bay Community Law Center alang sa mga nabiktima sa scam sa puloy-anan.",Crime and Law
66,ilo,"Malpas a nalawag nga adu ti pamilia nga agbirbirok ti legal a tulong tapno malabanan ti pannakapaksiatda, maysa a gimong ti napasamak idi Marso 20 idiay East Bay Community Law Center para kadagiti biktima ti inaallilaw a panangbalay.",Crime and Law
66,fil,"Matapos mapansin na maraming pamilya ang humihingi ng tulong na legal para labanan ang pagpapalayas, isang miting ang ginanap noong Marso 20 sa East Bay Community Center para sa mga biktima ng panlilinlang sa pabahay.",Crime and Law
67,fil,"Nang magsimulang magkuwento ang mga umuupa kung ano ang nangyari sa kanila, biglang napagtanto ng karamihan sa mga pamilyang sangkot na si Carolyn Wilson ng OHA ang siyang nagnakaw ng kanilang mga depositong pambayad, at tumakas sa bayan.",Crime and Law
67,ceb,"Sa pagsugod sa mga namuyo nga ipakigbahin kon unsa ang nahitabo kanila, kadaghanan sa mga nalangkit nga pamilya kalit nga naka-amgo nga gikawat ni Carolyn Wilson sa OHA ang ilang mga security deposit ug nisibat na sa lungsod.",Crime and Law
67,ilo,"Idi mangrugi nga ibaga dagiti agin-indeg ti napasamak kadakuada, kaaduan kadagiti nairaman a pamilia ti dagus a nakaamiris a tinakaw ni Carolyn Wilson ti OHA dagiti security deposits-da, ken naglibasen daytoy.",Crime and Law
68,ceb,"Nagatuo ang mga mangangabang sa Lockwood Gardens nga posibleng naa pay dugang 40 ka mga pamilya o mas daghan pa ang mapahawa, kay nakahibalo sila nga ang OHA nga mga pulis naga-imbestiga usab sa ubang mga pampublikong puloy-anan nga propiedad sa Oakland nga mahimong madakpan sa pampuloy-anan nga scam.",Crime and Law
68,ilo,"Dagiti agab-abang idiay Lockwood Gardens ket mamati a mabalin nga adda pay ti sabali a 40 a pamilia wenno ad-adu a mabalin a mapaksiat, manipud idi naamuanda a dagiti polis iti OHA ket mangim-imbestigar ti dadduma pay a sanikua a pagbalayan idiay Oakland ket mabalin a madakamat idiay pananglokloko bayat iti panagbalay.",Crime and Law
68,fil,"Naniniwala ang mga nangungupahan sa Mga Hardin ng Lockwood na maaaring may karagdagang 40 o mahigit pang pamilya na mahaharap sa pagpapalayas, dahil nalaman nila na iniimbestigahan rin ng pulisya ng OHA ang ibang mga ari-arian na pampublikong pabahay sa Oakland na maaaring nasangkot sa panlilinlang sa pabahay.",Crime and Law
69,ceb,"Gikansela sa banda ang pasundayag didto sa Maui's War Memorial Stadium, diin 9000 unta ka mga tawo ang motambong, ug nangayo sila og pasaylo sa ilang mga fan.",Crime and Law
69,ilo,"Kinansela ti banda ti pabuyada idiay War Memorial Stadium ti Maui, a nakasagana a papanan ti 9,000 a tattao ken nagpakawanda kadagiti tagasuporta.",Crime and Law
69,fil,"Kinansela ng banda ang palabas sa Maui's War Memorial Stadium, na dadaluhan sana ng 9,000 katao, at humingi ng paumanhin sa mga tagahanga.",Crime and Law
70,fil,"Ang management company ng banda, HK Management Inc., ay hindi nagbigay ng paunang rason sa pagkansela noong Setyembre 20, ngunit lohistikal na mga rason ang kanilang ibinigay sa kasunod na araw.",Crime and Law
70,ilo,"Iti kumpanya nga agmanmanehar ti banda, ti HK Management Inc, ket saan a nangted ti pauna a rason idi nagkanselada idi Setiembre 20, ngem pinabasolda dagiti rason a lohistikal kinabigatanna.",Crime and Law
70,ceb,"Ang nagdumalang kompanya sa banda, HK Management Inc., kay wala mihatag og inisyal nga rason katong pagkanselar nila sa Septyembre 20, apan gibasol ang lohistikal nga mga rason sa misunod nga adlaw.",Crime and Law
71,ceb,"Ang mga bantugang abugadong Griyego nga si Sakis Kechagiolglou ug Geroge Nikolakopoulos kay gibilanggo sa prisohan sa Korydallus sa Athens, tungod kay napamatud-ang sad-an sa pagpangawkaw ug korapsyon.",Crime and Law
71,ilo,"Naibalud dagiti nalatak nga abogado a Griego a da Sakis Kechagioglou ken George Nikolakopoulos iti pagbaludan ti Korydallus iti Athens, ta naduktalan a nagbasolda iti panagkunniber ken korupsion.",Crime and Law
71,fil,Ang mga sikat na manananggol na Griyego na sina Sakis Kechagioglou at George Nikolakopoulos ay ikinulong sa bilangguan ng Korydallus sa Athens dahil sila ay napatunayang nagkasala ng pandaraya at katiwalian.,Crime and Law
72,fil,"Bilang resulta nito, isang malaking iskandalo sa ligal na komunidad ng Gresya ang napasimulan sa pamamagitan ng pagbubunyag sa mga iligal na aksyon na nagawa ng mga huwes, abogado, taga-usig at manananggol noong mga nakaraang taon.",Crime and Law
72,ilo,"Kas resultana daytoy, ti dakkel nga eskandalo ti uneg ti legal a komunidad ti Griego ket nairuar gapu ti pannakaipakita dagiti ilegal nga ar-aramid dagiti ukom, abogado, solisitor ken dagiti abogado ket nagaramid ti napalabas a tawen.",Crime and Law
72,ceb,"Isip resulta niini, usa ka dakong iskandalo sa sulod sa ligal nga komunidad sa Greece ang gipasaka pinaagi sa pagbutyag sa mga iligal nga aksyon nga gihimo sa mga kalihukan, abogado, tigkambas, ug piskal sa mga miaging tuig.",Crime and Law
73,ceb,"Pipila ka mga semana ang milabay, pagkahuman sa kasayuran nga gipatik sa tigbalita nga si Makis Triantafylopoulos sa iyang bantog nga programa sa telebisyon nga ""Zoungla"" sa Alpha TV, ang miyembro sa Parlyamento ug abogado nga si Petros Mantouvalos kay gidakop samtang ang mga miyembro sa iyang opisina nalambigit sa illegal nga buhat sa kahiwian ug panglimbong.",Crime and Law
73,fil,"Ilang linggo na ang nakalipas, matapos na ang impormasyon ay inilathala ng peryodistang si Makis Triantafylopoulos sa kaniyang sikat na palabas sa Telebisyon na ""Zoungla"" sa Alpha TV, ang miyembro ng Parlamento at abogado, si Petros Mantouvalos, ay pinagbitiw dahil ang mga miyembro ng kaniyang tanggapan ay nasangkot sa ilegal na katiwalian at korupsyon.",Crime and Law
73,ilo,"Mano a lawas ti napalabas, kalpasan nga iti impormasion ket nairuar ti journalista a ni Makis Triantafylopoulos ti pabuyana ti Telebision a “Zoungla” ti Alpha TV, ti miembro ti Parliamento ken abogado,na ni Petros Mantouvalos ket napababa ti puesto bayat ti pannakairamraman dagiti miembro ti opisinana ti ilegal nga ar-aramid ken korupsion.",Crime and Law
74,fil,"Bukod dito, ang nangungunang hukom na si Evangelos Kalousis ay nakakulong dahil siya ay napatunayang nagkasala ng korupsyon at imoral na pag-uugali.",Crime and Law
74,ilo,"Nayonna pay, ti kangatuan a hukom a ni Evangelos Kalousis ket naibalud gapu ti pannakaartapna nga agbasol ti korapsion ken madi nga aramid.",Crime and Law
74,ceb,"Sa dugang pa, napriso ang labaw nga maghuhukom nga si Evangelos Kalousis tungod kay napamatud-an siyang sad-an sa korapsyon ug dili matarong nga pamatasan.",Crime and Law
75,ceb,"Hapsay nga milbalibad si Roberts og sulti sa iyang pagtuo bahin sa kon kanus-a gasugod ang kinabuhi, nga usa ka importanteng pangutana sa pagkonsiderar sa etika sa aborsiyon, ug kon asa iyang gisulti nga dili etikal nga mokomento sa mga espesipiko sa mga lagmit nga kaso.",Politics
75,ilo,"Nagkedked ni Roberts a mangibaga iti maipapan iti patienna no kaano a mangrugi ti biag, maysa a napateg a saludsod no panunoten iti etika ti aborsion, nga imbagana a saan nga etikal ti agkomento maipapan kadagiti detalye ti kakastoy a kaso.",Politics
75,fil,"Tahasang itinanggi ni Roberts ang tungkol sa kaniyang pinaniniwalaang kung kailan nagsisimula ang buhay, isang mahalagang katanungan sa pagsaalang-alang sa etika ng aborsyon, at kaniyang sinabi na labag sa etika na magbigay ng komento sa mga detalye ng katulad na mga kaso.",Politics
76,ilo,"Inaramidna, ngem, inulitna nga imbagana a ni Roe v. Wade ket isu ti “nagnaed a linteg ti daga”, maipaganetget ti kapatgan ti agpapada a paglintegan ti Korte Suprema.",Politics
76,fil,"Gayunman, inulit niya ang kaniyang naunang pahayag na ang Roe v. Wade ay ang ""napagpasiyahang batas ng bayan"", at binigyang-diin ang kahalagahan ng hindi pabago-bagong mga pagpapasiya ng Korte Suprema.",Politics
76,ceb,"Hinuon, gisubli niya ang iyang naunang pahayag nga si Roe v. Wade mao ang ""napamatud-ang balaod sa yuta"", diin gihatagan og importansya ang makanunayong mga hukom sa Korte Suprema.",Politics
77,ceb,Iyaha pag-usab gikompirma nga gituohan niya ang gipasabut sa right to privacy nga mao ang gisaligan usab sa Roe desisyon.,Politics
77,ilo,Pinatalgedanna pay a mamati isuna iti naipaduyakyak a karbengan iti kinapribado nga isu ti nakaibatayan ti desision a Roe.,Politics
77,fil,Kinumpirma rin niya na naniniwala siya sa ipinahihiwatig na karapatan sa pribasiya kung saan sumalalay ang desisyon sa Roe.,Politics
78,fil,"Nagwagi ang Maroochydore, anim na puntos ang lamang sa Noosa na nasa pangalawang puwesto.",Sport
78,ilo,"Nalpas ni Maroochydore a kas kangatuan ti listaan, innem a puntos manipud ken Noosa nga isut maikadua.",Sport
78,ceb,"Nagtapos ang Maroochydore nga una sa listahan, labaw og unom ka puntos sa Noosa nga ikaduha.",Sport
79,ceb,Ang duha ka grupo magkita sa dakong semi final diin nahutdan sa Noosa ug 11 ka puntos ang mga nakadaug.,Sport
